user,ngo_name,contact_number,email,address,state,logo
436,"Shyam Rasik Sevavidhi-Global, Mumbai",93222 66617,udayprabhu@activist.com,"Apollo Complex, Rk Singh Marg andheri
Mumbai
Maharashtra
400069",Maharashtra,
437,"Silver Inning Foundation, Mumbai",91-98198 19145,sailesh2000@gmail.com,"C/22, 303, Sector-8, Shantinagar
Mumbai",Maharashtra,
438,"Sindhi Sangat, Mumbai",91-98214 73200,info@sindhisangat.com,"12b/2, Jethibhen Society, Mori Road Mahim
Mumbai",Maharashtra,
439,"Singal Educational Welfare Association – Rasnal, Mumbai",91-98670 41811,singalgroup@yahoo.co.in,"6/61-A, BMC Chawl, Dr. E. Moses Road, Opp. Geeta Cinema
Mumbai",Maharashtra,
440,"Sixty Plus Welfare Association, Mumbai",99875 12970,neha.sonawane@60plus.co.in,"A-5, Abhinav Milind Society, Shiv Srushti, Kurla
Mumbai
Maharashtra
400024",Maharashtra,
441,"SKY Foundation, Mumbai",91-96199 61217,pranalicarcare@gmail.com,"A/4, 26-28, Nirnayasagar Bldg, Above Pudhari, M.B.Velkar Marg, Kalbadevi
Mumbai",Maharashtra,
442,"Slum Rehabilitation Society, Mumbai",,srs@bom7.vsnl.net.in,"Society Swapna Safalya, 25th Road, Behind Duruelo School, BAndhra
Mumbai",Maharashtra,
443,"Smt Kamla Mehta Dadar School for the Blind, Mumbai",,,"160, Dadasaheb Phalke Road, Near Tata Mill, Dadar East
Mumbai",Maharashtra,
444,"SNEHA – Society for Nutrition, Education & Health Action, Mumbai",,bhavana@snehamumbai.org,"416, Urban Health Centre, Shahunagar, Dharavi
Mumbai",Maharashtra,
445,"Sobati, Mumbai",91-98694 62438,vighodke2002@rediffmail.com,"1/1, Senanagar, Kajupada, Kurla West
Mumbai",Maharashtra,
446,"Social Service League, Mumbai",,,"Pamodar Hall Educational Campus, Mumbai
Mumbai",Maharashtra,
447,"Society for Human & Enviromental Development, Mumbai",,shedkalina@yahoo.com,"Church street, opp. st. Mary High School Santcruz
Mumbai",Maharashtra,
448,"Society for the Rehabilitation of Crippled Children, Mumbai",,,"Haji Ali Park, K Khadye Marg
Mumbai",Maharashtra,
449,"Society for Urban Slum Poor People, Mumbai",,,"Matunga Labur Camp, Near MSEB
Mumbai",Maharashtra,
450,"Society Undertaking Poor People’s Onus for Rehabilitation, Mumbai",,,"Old BMC Office 2nd Floor, Nehru Road, Vokala Market, Santacruz (E)
Mumbai",Maharashtra,
451,"Sol Youth Association, Mumbai",91-97696 61516,info@solyouth.in,"9 A Meera C.H.S. Ltd., Oshiwara, Jogeshwari(W)
Mumbai",Maharashtra,
452,"Somaiya Trust, Mumbai",91-98211 24600,premaiyer@somaiya.edu,"Mumbai
Mumbai",Maharashtra,
453,"Somta Bal Ashram Trust, Mumbai",,ha21@hotmail.com,"K-404 Sundar Nagar, Malad West
Mumbai",Maharashtra,
454,"Sounds of Silence Foundation, Mumbai",99675 77567,soundsofsilence.mum@gmail.com,"1306, Kingston A Wing, Hiranandani, Powai
Mumbai
Maharashtra
400076",Maharashtra,
455,"SRCC Centre for Child Development, Mumbai",,info@srcc.org.in,"Haji Ali Park, Mumbai
Mumbai",Maharashtra,
456,"St Catherine’s Home, Mumbai",,stcath@bol.net.in,"Veera Desai Road, Andheri (West)Mumbai",Maharashtra,
457,"Stop Child Exploitation, Navi Mumbai",,neil_eric96@yahoo.co.in,"303 Shri Arihant, Sector 16-A, VashiNavi Mumbai",Maharashtra,
458,"Stree Mukti Sanghatana, Mumbai",,,"31, Shramk, Lokmanya Tilak Colony, Rd. No.3, Dadar (E)Mumbai",Maharashtra,
459,"Streehitakarini, Mumbai",,,"Lokmanya Nagar Compound, Kakasaheb Gadgil MargMumbai",Maharashtra,
460,"Student Council & Student Help Option,Mumbai",,viz786@indiatimes.com,"Kandivali
Mumbai",Maharashtra,
461,"Sunder Seva Sanstha, Mumbai",90290 47172,tariq571982@gmail.com,"20, Papa Estate, Ausa, Suren Road, Andheri
Mumbai
Maharashtra
400062",Maharashtra,
462,"Swami Brahmanand Pratisthan, Navi Mumbai",,shirish_poojary@yahoo.com,"Nav-Shanti, Sector-8A, Plot 7, C.B.D. Konkan BhavanNavi Mumbai",Maharashtra,
463,"Swarg, Mumbai",91-99694 51541,sudaiv@mtnl.net.in,"220, V S MargMumbai",Maharashtra,
464,"Swayam Education Foundation, Mumbai",81081 54300,swayam.foundation@yahoo.com,"Dreams The Society, 1-C, 1101, Bhandup
Mumbai
Maharashtra
400078",Maharashtra,
465,"Swayam Shikshan Prayog, Mumbai",91-98214 13246,sspindia1@gmail.com,"101, 1st Floor, 76 Baptista House, Gaothan Lane 1, S.V. Road, Andheri WestMumbai",Maharashtra,
466,"Takshila Foundation, Mumbai",99692 17277,md3966604@gmail.com,"Mahatma Phule Nagar, Lokhande Marg, Chembur
Mumbai
Maharashtra
400089",Maharashtra,
467,"Tarun Foundation, Mumbai",91-80974 87231,tarunfoundation@yahoo.com,"Taga 202, Khindipada, Navjeevan Society, Nr. BMC School, Mulund-Goregaon Link Road, Mulund(W)Mumbai",Maharashtra,
468,"Tata Institute of Social Sciences, Mumbai",,director@tiss.edu,"P.O. Box 8313, Sion-Trombay Road DeonarMumbai",Maharashtra,
469,"Technology Transfer Association, Mumbai",,gharpure@bom3.vsnl.net.in,"9&10, General Assurance Building, 232, D.N. Road, FortMumbai",Maharashtra,
470,"Teresa The Ocean Of Humanity Foundation, Mumbai",90225 57873,info@tohf.foundation,"B-14, Arihant Co Ope. Housing Society, Opp. Damodarwadi Ashok Chakrvarti Road, Ashok Nagar, Kandivali
Mumbai
Maharashtra
400101",Maharashtra,
471,"The Big Gift Foundation, Mumbai",,rajanshailaja@yahoo.co.in,"B Wing 707, Vaibhav, Holy Cross Rd, Extension IC Colony, Borivali WestMumbai",Maharashtra,
472,"The Bombay Community Public Trust, Mumbai",,bcpt@vsnl.com,"Earnest House, 7th Floor, Nariman PointMumbai",Maharashtra,
473,"The Bombay Society for the Prevention of Cruelty to Animals, Mumbai",,bombaysbca@vsnl.net,"Dr. S.S. Rao Road, Next to Mahatma Gandhi Memorial Hospital Parel Mumbai",Maharashtra,
474,"The Bridge Public Charitable Trust, Mumbai",,thebridgetrust@vsnl.net,"23, Oasis, Nehru Road, VakolaMumbai",Maharashtra,
475,"The Central Society for the Education of the Deaf, Mumbai",,jimary@bom7.vsnl.net.in,"Municipal School Building, 3rd Floor, Farook Umerbhov PathMumbai",Maharashtra,
476,"The Eternal Hope Charity Mission, Navi Mumbai",,ehcm@bom7.vsnl.net.in,"Anand Van Co-op Housing Societ, F-48, First Floor, Room No. 2, Sector 4Navi Mumbai",Maharashtra,
477,"The Family Welfare Agency, Mumbai",,tfwas@yahoo.co.in,"3rd Floor, Urban Health CenterMumbai",Maharashtra,
478,"The Helen Keller Institute for Deaf & Deafblind, Mumbai",,hkidbind@bom5.vsnl.net.in,"The Helen Keller Institute for Deaf and Deafblind, Municipal Secondary School, Ground FloorMumbai",Maharashtra,
479,"The Hindu Women’s Welfare Society Shraddhanand Mahilashram, Mumbai",,,"Shraddhanand Marg, Mumbai Mumbai",Maharashtra,
480,"The Humsafar Trust, Mumbai",,humsafar@vsnl.com,"III / IV Floor, Municipal Transit BuidlingMumbai",Maharashtra,
481,"The Indian Council for Mental Health, Mumbai",,icmh1@rediffmail.com,"UPM School, 1st Khetwadi Lane, S.V.P. Road, GirgaumMumbai",Maharashtra,
482,"The Mother Teresa Memorial Social Welfare Trust, Mumbai",91-93233 90025,theteresasocialtrust@yahoo.in,"A/1 Tilakar Chawll Daravi, 90 Feat RoadMumbai",Maharashtra,
483,"The Muncherjee Nowrojee Banajee Industrial Home for the Blind, Mumbai",,,"The Muncherjee Nowrojee Banajee Industrial Home fo, 280, Swami Vivekananda RoadMumbai",Maharashtra,
484,"The NAB Workshop for the Blind, Mumbai",,,"Dr. Annie Besant Road, Opp. Passport OfficeMumbai",Maharashtra,
485,"The National Association of Disabled’s Enterprises, Mumbai",,"info@nade-india.org, nade-india@indiatimes.com","Ground Floor, Kannamwar Nagar, Municipal Marathi School No. 1Mumbai",Maharashtra,
486,"The Padmashali Education Trust, Mumbai",,info@padmashalisamaj.com,"G-16, Jumbo Darshan Society, Jiva Mahale MargMumbai",Maharashtra,
487,"The Prem Foundation, Mumbai",,,"Kabira Shop.2, Plot.134, CharkopMumbai",Maharashtra,
488,"The Research Society for the Care Treatment & Training of Children in Need, Mumbai",,res@born3.vsnl.net.in,"Sewri Hill, Opp. Abhyudaynagar, HSG.SOC.Bldg. No.12Mumbai",Maharashtra,
489,"The Samaritans, Mumbai",,smaritns@vsnl.com,"Seva Niketan 1st Floor, Sir J J Road, Byculla BridgeMumbai",Maharashtra,
490,"The Tree of Life Trust, Mumbai",91-93224 07983,ashok@treeoflifeindia.org,"RCF Colony, Type III/A/18/214, ChemburMumbai",Maharashtra,
491,"Times Foundation, Mumbai",91-98211 24600,alamelu.iyer@timesgroup.com,Mumbai Mumbai,Maharashtra,
492,"To held workshop Indian theatre, Yuvak Pratishthan, Mumbai",,yuvakp@gmailcom,"9/C, Neelam NagarMumbai",Maharashtra,
493,"Total Democracy, Mumbai",,info@pavanagarwal.com,Mumbai Mumbai,Maharashtra,
494,"TOUCH, Mumbai",,touchmission.org@gmail.com,"502, Dhruv Appartment, Asha NagarMumbai",Maharashtra,
495,"Trinity Educational Institute for Deaf, Navi Mumbai",91-98928 60625,vinu2rebecca@rediffmail.com,"Vashi, Navi MumbaiNavi Mumbai",Maharashtra,
496,"United Social Welfare Association, Mumbai",,andymgrit@gmail.com,"32 Carolyn, Bapurao Ranade RoadMumbai",Maharashtra,
497,"Urmila, Mumbai",,simran73@rediffmail.com,"03-Nov, Bhudargad SocietyMumbai",Maharashtra,
498,"Utkranti Foundation, Mumbai",91-97733 63099,utkrantifoundation@yahoo.com,"JN2/6/A-5, Mahalakshmi ApartmentMumbai",Maharashtra,
499,"V Care Foundation, Mumbai",,vgupta@powersurfer.net,"132, Maker Tower ‘A’, Cuffe ParadeMumbai",Maharashtra,
500,"VACHA, Mumbai",,shenoy_manali@rediffmail.com,"Municipal School Building, Santacruz(West),Mumbai",Maharashtra,
501,"Vatsalya Trust, Mumbai",,info@vatsalyatrust.org,"Nr. Kanjurmarg Police Station, KanjurmargMumbai",Maharashtra,
502,"Veda Foundation, Mumbai",91-98694 12311,ganesh_n_ambekar@yahoo.co.in,"422-A, Shivaji Nagar, C-H-S, N.M. Joshi Marg
Mumbai",Maharashtra,
503,"Vedant Welfare Foundation, Mumbai","91-93206 92297, 91-90043 25063",vedanthwelfarefoundation@gmail.com,"Sriram 4, Chheda Nagar, ChemburMumbai",Maharashtra,
504,"Vedh Foundation, Mumbai",,vedhfoundation@rediffmail.com,"1-A, Girdhari Sadan, Sena Bhavan Path, Dadar WestMumbai",Maharashtra,
505,"Vegan Inc, Mumbai",,vjnakoda@yahoo.com,"Nakoda Hospital, Bhayander WestMumbai",Maharashtra,
506,"Victory Arts Foundation, Mumbai",,vaf@shiamak.com,"Arch 2, Under Mahalaxmi Bridge, Off Dr.E. Moses Road, Mahalaxmi (W)Mumbai",Maharashtra,
507,"Vidya Adhar Pratishthan, Mumbai",,vidyaadharp@rediffmail.com,"63-A, Kanchanganga Housing Society, NNP No.1-2Mumbai",Maharashtra,
508,"VIDYA, Mumbai",,vidyamumbai@yahoo.com,"12, Student Activity Center, I.I.T. Bombay, PowaiMumbai",Maharashtra,
509,"Vijaydurg Charitable Trust, Mumbai",91-92207 58013,sushilefficient@gmail.com,"Om Apartment, 1st Floor, 101, R.L. Raheja MargMumbai",Maharashtra,
510,"Vikas Adhyayan Kendra, Mumbai",,vak@bom3.vsnl.net.in,"D-1, Shivdham, 62, Link RoadMumbai",Maharashtra,
511,"Vikhroli Kannada Sangha, Mumbai",,vikhroli_83@rediffmail.com,"Near Bldg. 7, Tagore NagarMumbai",Maharashtra,
512,"Visan Trust, Navi Mumbai",,dadasaheb.tandale@chembondindia.com,"E-l-71, Chembond Centre, MIDCNavi Mumbai",Maharashtra,
513,"Vishwatmak Samajik Sewa Trust, Mumbai",91-98706 87192,vishvatmakvsst@ymail.com,"3, Mahatma Gandhi Chalwl Indira Nagar, Near DharaviMumbai",Maharashtra,
514,"Vivekananda Center for Social Service, Mumbai",91-99204 06296,vivekanandacenter.socialservice@yahoo.com,"Borivali (E), MumbaiMumbai",Maharashtra,
515,"Vivekananda Pratisthan, Mumbai",,nrajul@hotmail.com,"66, Suyog ColonyMumbai",Maharashtra,
516,"Voice of People, Navi Mumbai",91-97692 46068,info@voiceofpeoplenm.com,"SSIII/48, Sector-2, VashiNavi Mumbai",Maharashtra,
517,"Watumull Foundation India, Mumbai",92235 01286,watumullfoundation@gmail.com,"5, Delstar, N. S. Patkar Marg, Kemps Corner
Mumbai
Maharashtra
400036",Maharashtra,
518,"WCRC – World Cow Resource Center, Mumbai",,info@worldcow.org,"43, Bajaj Bhawan, Nariman PointMumbai",Maharashtra,
519,"Wockhardt Foundation, Mumbai",,prao@wockhardt.com,"Wockhardt Towers, BAndhra-Kurla Complex, BAndhra EastMumbai",Maharashtra,
520,"Women’s India Trust, Mumbai",,wit@vishwa.com,"110/111 New Udyog Mandir, Moghul LaneMumbai",Maharashtra,
521,"Writers & Artists Welfare Foundation, Mumbai",91-98200 44585,thakurchawla@hotmail.com,"302, Allied Industrial Estate, Prof. Ram Panjwani Marg, Mahim (W)Mumbai",Maharashtra,
522,"YODA – Youth Organisation in Defence of Animals, Mumbai",98702 52558,poojatsakpal@gmail.com,"New Siddhivinayak, Veer Savarkar Marg, Mahim
Mumbai
Maharashtra
400016",Maharashtra,
523,"YOUNGISTAN, Mumbai",91-98927 74191,ue_umair@yahoo.in,"6A/115/314, Mahada ColonyMumbai",Maharashtra,
524,"Youth for Unity & Voluntary Action, Navi Mumbai",91-93228 94328,anil.ingle@yuvaindia.org,"23, Sector 7, KhargharNavi Mumbai",Maharashtra,
525,"Youth Legal Association, Mumbai",91-98699 15230,shrimantraje_dev@yahoo.com,"B/203, Deepratna C.H.S., Andheri(W)Mumbai",Maharashtra,
526,"Youth United Foundation, Mumbai",88795 24657,youthunitedfoundation15@gmail.com,"345, Powai Plaza, Opposite Pizza Hut, Hiranandani Gardens, Powai
Mumbai
Maharashtra
400076",Maharashtra,
527,"Yusuf Meherally Centre, Mumbai",,yusufmeherally@gmail.com,"D-15, Ganesh Prasad, Naushir Bharucha Marg, TardeoMumbai",Maharashtra,
